FIPS,Admin2,Province_State,Population,Cumulative deaths by /30/20,cumulative_deaths_by_100k_pop,FIPS,Admin2,Cumulative confirmed cases by 03/09/2023,cumulative_confirmed_cases_by_100k_pop
2158,Kusilvak,Alaska,8314,0,0,2158,Kusilvak,4952,59562.18427
2164,Bristol Bay plus Lake and Peninsula,Alaska,1592,0,0,2164,Bristol Bay plus Lake and Peninsula,1240,77889.44724
2170,Matanuska-Susitna,Alaska,108317,2,1.846432231,2170,Matanuska-Susitna,40792,37659.83179
2180,Nome,Alaska,10004,0,0,2180,Nome,7617,76139.54418
2185,North Slope,Alaska,9832,0,0,2185,North Slope,5532,56265.25631
2188,Northwest Arctic,Alaska,7621,0,0,2188,Northwest Arctic,5794,76026.76814
2195,Petersburg,Alaska,3266,1,30.61849357,2195,Petersburg,940,28781.38396
2198,Prince of Wales-Hyder,Alaska,6203,0,0,2198,Prince of Wales-Hyder,1848,29792.03611
2220,Sitka,Alaska,8493,0,0,2220,Sitka,3521,41457.67102
2230,Skagway,Alaska,1183,0,0,2230,Skagway,675,57058.32629
2240,Southeast Fairbanks,Alaska,6893,0,0,2240,Southeast Fairbanks,2482,36007.54389
2261,Valdez-Cordova,Alaska,9202,0,0,2261,Valdez-Cordova,0,0
2275,Wrangell,Alaska,2502,0,0,2275,Wrangell,786,31414.86811
2282,Yakutat,Alaska,579,0,0,2282,Yakutat,983,169775.475
2290,Yukon-Koyukuk,Alaska,5230,2,38.24091778,2290,Yukon-Koyukuk,1757,33594.64627
4001,Apache,Arizona,71887,165,229.5268964,4001,Apache,36336,50545.9958
4003,Cochise,Arizona,125922,72,57.1782532,4003,Cochise,39086,31039.85007
4005,Coconino,Arizona,143476,144,100.3652179,4005,Coconino,52821,36815.21648
4007,Gila,Arizona,54018,56,103.6691473,4007,Gila,21401,39618.27539
4009,Graham,Arizona,38837,25,64.3716044,4009,Graham,14101,36308.15974
4011,Greenlee,Arizona,9498,1,10.52853232,4011,Greenlee,2717,28606.02232
4012,La Paz,Arizona,21108,15,71.06310404,4012,La Paz,5950,28188.3646
4013,Maricopa,Arizona,4485414,3392,75.62289679,4013,Maricopa,1530296,34117.16288
4015,Mohave,Arizona,212181,226,106.5128357,4015,Mohave,67291,31713.96119
4017,Navajo,Arizona,110924,235,211.8567668,4017,Navajo,48374,43610.03931
4019,Pima,Arizona,1047279,620,59.2010343,4019,Pima,317052,30273.88117
4021,Pinal,Arizona,462789,208,44.94488849,4021,Pinal,156974,33919.12945
4023,Santa Cruz,Arizona,46498,63,135.4896985,4023,Santa Cruz,19628,42212.56828
4025,Yavapai,Arizona,235099,82,34.87892335,4025,Yavapai,60313,25654.29883
4027,Yuma,Arizona,213787,345,161.3755748,4027,Yuma,71174,33292.01495
5001,Arkansas,Arkansas,17486,9,51.46974723,5001,Arkansas,7009,40083.49537
5003,Ashley,Arkansas,19657,10,50.87246274,5003,Ashley,6249,31790.20196
5005,Baxter,Arkansas,41932,2,4.769627015,5005,Baxter,10722,25569.97043
5007,Benton,Arkansas,279141,93,33.31649596,5007,Benton,77394,27725.773
5009,Boone,Arkansas,37432,13,34.72964309,5009,Boone,11277,30126.62962
5011,Bradley,Arkansas,10763,8,74.32871876,5011,Bradley,3595,33401.46799
5013,Calhoun,Arkansas,5189,0,0,5013,Calhoun,1194,23010.21391
5015,Carroll,Arkansas,28380,10,35.23608175,5015,Carroll,7284,25665.96195
5017,Chicot,Arkansas,10118,22,217.4342755,5017,Chicot,3126,30895.43388
5019,Clark,Arkansas,22320,4,17.92114695,5019,Clark,6412,28727.59857
5021,Clay,Arkansas,14551,8,54.97903924,5021,Clay,5146,35365.26699
5023,Cleburne,Arkansas,24919,9,36.11701914,5023,Cleburne,8055,32324.73213
5025,Cleveland,Arkansas,7956,12,150.8295626,5025,Cleveland,2677,33647.56159
5027,Columbia,Arkansas,23457,18,76.73615552,5027,Columbia,6794,28963.63559
5029,Conway,Arkansas,20846,3,14.39125012,5029,Conway,6606,31689.53276
5031,Craighead,Arkansas,110332,22,19.939818,5031,Craighead,47352,42917.73919
5033,Crawford,Arkansas,63257,16,25.29364339,5033,Crawford,18657,29493.96905
5035,Crittenden,Arkansas,47955,46,95.92326139,5035,Crittenden,16702,34828.48504
5037,Cross,Arkansas,16419,13,79.17656374,5037,Cross,5745,34989.95067
5039,Dallas,Arkansas,7009,5,71.33685262,5039,Dallas,2071,29547.72435
5041,Desha,Arkansas,11361,6,52.81225244,5041,Desha,3656,32180.26582
5043,Drew,Arkansas,18219,7,38.42142818,5043,Drew,5638,30945.71601
5045,Faulkner,Arkansas,126007,20,15.87213409,5045,Faulkner,42997,34122.70747
5047,Franklin,Arkansas,17715,2,11.28986734,5047,Franklin,4488,25334.46232
5049,Fulton,Arkansas,12477,4,32.05898854,5049,Fulton,3108,24909.83409
5051,Garland,Arkansas,99386,53,53.32743042,5051,Garland,27083,27250.31695
5053,Grant,Arkansas,18265,2,10.94990419,5053,Grant,5252,28754.4484
5055,Greene,Arkansas,45325,10,22.06287921,5055,Greene,19801,43686.70712
5057,Hempstead,Arkansas,21532,4,18.57700167,5057,Hempstead,5638,26184.28386
5059,Hot Spring,Arkansas,33771,27,79.95025318,5059,Hot Spring,13058,38666.31133
5061,Howard,Arkansas,13202,12,90.89531889,5061,Howard,4657,35274.95834
5063,Independence,Arkansas,37825,21,55.51883675,5063,Independence,12797,33832.12161
5065,Izard,Arkansas,13629,0,0,5065,Izard,4712,34573.33627
5067,Jackson,Arkansas,16719,1,5.981218972,5067,Jackson,7280,43543.27412
5069,Jefferson,Arkansas,66824,79,118.2209984,5069,Jefferson,22364,33467.01784
5071,Johnson,Arkansas,26578,7,26.33757243,5071,Johnson,8197,30841.29731
5073,Lafayette,Arkansas,6624,2,30.19323671,5073,Lafayette,1507,22750.60386
5075,Lawrence,Arkansas,16406,12,73.14397172,5075,Lawrence,6526,39778.12995
5077,Lee,Arkansas,8857,18,203.2290843,5077,Lee,3344,37755.44767
5079,Lincoln,Arkansas,13024,15,115.1719902,5079,Lincoln,5502,42245.086
5081,Little River,Arkansas,12259,26,212.0890774,5081,Little River,3888,31715.47435
5083,Logan,Arkansas,21466,1,4.658529768,5083,Logan,6069,28272.61716
5085,Lonoke,Arkansas,73309,17,23.18951288,5085,Lonoke,23994,32729.9513
5087,Madison,Arkansas,16576,3,18.0984556,5087,Madison,4857,29301.39961
5089,Marion,Arkansas,16694,0,0,5089,Marion,4100,24559.72206
5091,Miller,Arkansas,43257,11,25.42941027,5091,Miller,11628,26881.19842
5093,Mississippi,Arkansas,40651,51,125.4581683,5093,Mississippi,16411,40370.47059
5095,Monroe,Arkansas,6701,0,0,5095,Monroe,2309,34457.54365
5097,Montgomery,Arkansas,8986,6,66.77053194,5097,Montgomery,1770,19697.30692
5099,Nevada,Arkansas,8252,13,157.5375667,5099,Nevada,2770,33567.61997
5101,Newton,Arkansas,7753,19,245.0664259,5101,Newton,2051,26454.27576
5103,Ouachita,Arkansas,23382,6,25.66076469,5103,Ouachita,6776,28979.55692
5105,Perry,Arkansas,10455,0,0,5105,Perry,3017,28857.00622
5107,Phillips,Arkansas,17782,12,67.48397256,5107,Phillips,5887,33106.5122
5109,Pike,Arkansas,10718,3,27.9902967,5109,Pike,2964,27654.41314
5111,Poinsett,Arkansas,23528,14,59.50357021,5111,Poinsett,10113,42982.82897
5113,Polk,Arkansas,19964,4,20.03606492,5113,Polk,4652,23301.9435
5115,Pope,Arkansas,64072,33,51.50455737,5115,Pope,20964,32719.44063
5117,Prairie,Arkansas,8062,2,24.80774001,5117,Prairie,2416,29967.74994
5119,Pulaski,Arkansas,391911,153,39.0394758,5119,Pulaski,127945,32646.44269
5121,Randolph,Arkansas,17958,22,122.5080744,5121,Randolph,6456,35950.55129
5123,St. Francis,Arkansas,24994,6,24.00576138,5123,St. Francis,8565,34268.22437
5125,Saline,Arkansas,122437,23,18.78517115,5125,Saline,37142,30335.60117
5127,Scott,Arkansas,10281,1,9.726680284,5127,Scott,2852,27740.49217
5129,Searcy,Arkansas,7881,1,12.68874508,5129,Searcy,2562,32508.5649
5131,Sebastian,Arkansas,127827,61,47.72074757,5131,Sebastian,39338,30774.40603
5133,Sevier,Arkansas,17007,18,105.8387723,5133,Sevier,7125,41894.51402
5135,Sharp,Arkansas,17442,6,34.3997248,5135,Sharp,5714,32760.00459
5137,Stone,Arkansas,12506,13,103.950104,5137,Stone,3702,29601.79114
5139,Union,Arkansas,38682,40,103.4072695,5139,Union,11292,29191.87219
5141,Van Buren,Arkansas,16545,3,18.13236627,5141,Van Buren,4340,26231.48988
5143,Washington,Arkansas,239187,118,49.33378486,5143,Washington,80947,33842.55833
5145,White,Arkansas,78753,29,36.82399401,5145,White,27120,34436.78336
5147,Woodruff,Arkansas,6320,0,0,5147,Woodruff,2274,35981.01266
5149,Yell,Arkansas,21341,29,135.888665,5149,Yell,7596,35593.4586
6001,Alameda,California,1671329,380,22.7363972,6001,Alameda,402160,24062.28816
6003,Alpine,California,1129,0,0,6003,Alpine,143,12666.07617
6005,Amador,California,39752,16,40.24954719,6005,Amador,11553,29062.68867
6007,Butte,California,219186,44,20.07427482,6007,Butte,51967,23709.08726
6009,Calaveras,California,45905,11,23.96253131,6009,Calaveras,9650,21021.6752
6011,Colusa,California,21547,6,27.84610387,6011,Colusa,5346,24810.87854
6013,Contra Costa,California,1153526,211,18.29174202,6013,Contra Costa,295633,25628.63776
6015,Del Norte,California,27812,2,7.191140515,6015,Del Norte,8405,30220.76801
6017,El Dorado,California,192843,4,2.074226184,6017,El Dorado,39170,20311.85991
6019,Fresno,California,999101,395,39.53554245,6019,Fresno,329460,32975.6451
6021,Glenn,California,28393,3,10.56598457,6021,Glenn,7811,27510.30183
6023,Humboldt,California,135558,6,4.426149692,6023,Humboldt,29324,21632.06893
6025,Imperial,California,181215,287,158.3754104,6025,Imperial,88972,49097.48089
6027,Inyo,California,18039,14,77.60962359,6027,Inyo,6072,33660.40246
6029,Kern,California,900202,370,41.10188602,6029,Kern,310792,34524.69557
6031,Kings,California,152940,79,51.65424349,6031,Kings,67356,44040.80031
6033,Lake,California,64386,10,15.53132669,6033,Lake,14941,23205.3552
6035,Lassen,California,30573,0,0,6035,Lassen,11319,37022.86331
6037,Los Angeles,California,10039107,6576,65.50383416,6037,Los Angeles,3710586,36961.31538
6039,Madera,California,157327,47,29.87408391,6039,Madera,55217,35096.96365
6041,Marin,California,258826,91,35.1587553,6041,Marin,54908,21214.25205
6043,Mariposa,California,17203,2,11.62587921,6043,Mariposa,4545,26419.8105
6045,Mendocino,California,86749,17,19.59676769,6045,Mendocino,21739,25059.65487
6047,Merced,California,277680,136,48.97723999,6047,Merced,89409,32198.5739
6049,Modoc,California,8841,0,0,6049,Modoc,1327,15009.6143
6051,Mono,California,14444,1,6.923289947,6051,Mono,3633,25152.31238
6053,Monterey,California,434061,70,16.12676559,6053,Monterey,122120,28134.29449
6055,Napa,California,137744,11,7.985828784,6055,Napa,35992,26129.63178
6057,Nevada,California,99755,6,6.014736103,6057,Nevada,22495,22550.24811
6059,Orange,California,3175692,1268,39.92830539,6059,Orange,788663,24834.36681
6061,Placer,California,398329,43,10.79509652,6061,Placer,91376,22939.83114
6063,Plumas,California,18807,0,0,6063,Plumas,4290,22810.65561
6065,Riverside,California,2470546,1220,49.38179657,6065,Riverside,776620,31435.15644
6067,Sacramento,California,1552058,429,27.64071961,6067,Sacramento,409095,26358.22888
6069,San Benito,California,62808,12,19.10584639,6069,San Benito,18800,29932.49268
6071,San Bernardino,California,2180085,1018,46.69542701,6071,San Bernardino,745179,34181.19018
6073,San Diego,California,3338330,783,23.45484119,6073,San Diego,1067659,31981.82924
6075,San Francisco,California,881549,106,12.02428906,6075,San Francisco,209846,23804.2355
6077,San Joaquin,California,762148,461,60.48693954,6077,San Joaquin,227031,29788.30883
6079,San Luis Obispo,California,283111,31,10.94976882,6079,San Luis Obispo,74632,26361.39182
6081,San Mateo,California,766573,128,16.6976922,6081,San Mateo,194587,25384.01431
6083,Santa Barbara,California,446499,115,25.75593674,6083,Santa Barbara,119952,26865.00978
6085,Santa Clara,California,1927852,302,15.66510292,6085,Santa Clara,497526,25807.27151
6087,Santa Cruz,California,273213,10,3.660147943,6087,Santa Cruz,72428,26509.71952
6089,Shasta,California,180080,27,14.99333629,6089,Shasta,44785,24869.50244
6091,Sierra,California,3005,0,0,6091,Sierra,372,12379.36772
6093,Siskiyou,California,43539,0,0,6093,Siskiyou,8908,20459.81763
6095,Solano,California,447643,51,11.39300737,6095,Solano,122718,27414.25645
6097,Sonoma,California,494336,125,25.28644485,6097,Sonoma,119546,24183.14669
6099,Stanislaus,California,550660,363,65.92089493,6099,Stanislaus,168343,30571.13282
6101,Sutter,California,96971,10,10.31236143,6101,Sutter,28309,29193.26397
6103,Tehama,California,65084,3,4.609427816,6103,Tehama,17875,27464.50741
6105,Trinity,California,12285,0,0,6105,Trinity,1981,16125.35613
6107,Tulare,California,466195,274,58.77368912,6107,Tulare,168754,36198.15742
6109,Tuolumne,California,54478,2,3.671206726,6109,Tuolumne,17914,32882.99864
6111,Ventura,California,846006,145,17.13935835,6111,Ventura,239184,28272.13991
6113,Yolo,California,220500,55,24.94331066,6113,Yolo,54973,24931.06576
6115,Yuba,California,78668,8,10.16931916,6115,Yuba,21924,27869.01917
8001,Adams,Colorado,517421,251,48.50982082,8001,Adams,166371,32153.89402
8003,Alamosa,Colorado,16233,9,55.44261689,8003,Alamosa,5953,36672.21093
8005,Arapahoe,Colorado,656590,380,57.87477726,8005,Arapahoe,197066,30013.55488
8007,Archuleta,Colorado,14029,0,0,8007,Archuleta,3534,25190.67646
8009,Baca,Colorado,3581,0,0,8009,Baca,1027,28679.13991
8011,Bent,Colorado,5577,0,0,8011,Bent,3004,53864.08463
8013,Boulder,Colorado,326196,75,22.99231137,8013,Boulder,91179,27952.21278
8014,Broomfield,Colorado,70465,38,53.92748173,8014,Broomfield,18376,26078.19485
8015,Chaffee,Colorado,20356,17,83.5134604,8015,Chaffee,5662,27814.89487
8017,Cheyenne,Colorado,1831,0,0,8017,Cheyenne,392,21409.06608
8019,Clear Creek,Colorado,9700,1,10.30927835,8019,Clear Creek,1931,19907.21649
8021,Conejos,Colorado,8205,0,0,8021,Conejos,2303,28068.25107
8023,Costilla,Colorado,3887,1,25.72678158,8023,Costilla,961,24723.4371
8025,Crowley,Colorado,6061,1,16.49892757,8025,Crowley,3558,58703.18429
8027,Custer,Colorado,5068,0,0,8027,Custer,837,16515.39069
8029,Delta,Colorado,31162,1,3.209036647,8029,Delta,7202,23111.48193
8031,Denver,Colorado,727211,428,58.85499532,8031,Denver,224919,30928.9876
8033,Dolores,Colorado,2055,0,0,8033,Dolores,424,20632.60341
8035,Douglas,Colorado,351154,60,17.08652044,8035,Douglas,100968,28753.1966
8037,Eagle,Colorado,55127,10,18.13993143,8037,Eagle,18833,34162.93286
8039,Elbert,Colorado,26729,3,11.22376445,8039,Elbert,5836,21833.96311
8041,El Paso,Colorado,720403,189,26.23531551,8041,El Paso,237195,32925.32097
8043,Fremont,Colorado,47839,1,2.090344698,8043,Fremont,18767,39229.49894
8045,Garfield,Colorado,60061,4,6.659895773,8045,Garfield,18041,30037.79491
8047,Gilpin,Colorado,6243,0,0,8047,Gilpin,1171,18757.00785
8049,Grand,Colorado,15734,1,6.355662896,8049,Grand,4053,25759.50172
8051,Gunnison,Colorado,17462,5,28.6336044,8051,Gunnison,3970,22735.08189
8053,Hinsdale,Colorado,820,0,0,8053,Hinsdale,161,19634.14634
8055,Huerfano,Colorado,6897,1,14.49905756,8055,Huerfano,1764,25576.33754
8057,Jackson,Colorado,1392,0,0,8057,Jackson,195,14008.62069
8059,Jefferson,Colorado,582881,260,44.60601735,8059,Jefferson,160677,27566.00404
8061,Kiowa,Colorado,1406,0,0,8061,Kiowa,392,27880.51209
8063,Kit Carson,Colorado,7097,3,42.27138227,8063,Kit Carson,1877,26447.79484
8065,Lake,Colorado,8127,0,0,8065,Lake,2203,27107.17362
8067,La Plata,Colorado,56221,2,3.557389588,8067,La Plata,15836,28167.41075
8069,Larimer,Colorado,356899,53,14.85013968,8069,Larimer,109313,30628.55318
8071,Las Animas,Colorado,14506,0,0,8071,Las Animas,4408,30387.42589
8073,Lincoln,Colorado,5701,0,0,8073,Lincoln,2382,41782.14348
8075,Logan,Colorado,22409,11,49.08742023,8075,Logan,8661,38649.64969
8077,Mesa,Colorado,154210,7,4.539264639,8077,Mesa,51841,33617.14545
8079,Mineral,Colorado,769,0,0,8079,Mineral,303,39401.82055
8081,Moffat,Colorado,13283,1,7.528419785,8081,Moffat,3738,28141.23316
8083,Montezuma,Colorado,26183,5,19.09636023,8083,Montezuma,7673,29305.27441
8085,Montrose,Colorado,42758,14,32.74241078,8085,Montrose,11179,26144.81501
8087,Morgan,Colorado,29068,48,165.1300399,8087,Morgan,6973,23988.57851
8089,Otero,Colorado,18278,5,27.35529051,8089,Otero,5320,29106.02911
8091,Ouray,Colorado,4952,1,20.19386107,8091,Ouray,1118,22576.73667
8093,Park,Colorado,18845,1,5.306447334,8093,Park,3499,18567.25922
8095,Phillips,Colorado,4265,0,0,8095,Phillips,1123,26330.59789
8097,Pitkin,Colorado,17767,2,11.25682445,8097,Pitkin,8081,45483.19919
8099,Prowers,Colorado,12172,0,0,8099,Prowers,3226,26503.45054
8101,Pueblo,Colorado,168424,35,20.78088633,8101,Pueblo,61961,36788.69995
8103,Rio Blanco,Colorado,6324,0,0,8103,Rio Blanco,2236,35357.36875
8105,Rio Grande,Colorado,11267,2,17.75095411,8105,Rio Grande,3634,32253.48362
8107,Routt,Colorado,25638,8,31.20368203,8107,Routt,7882,30743.42772
8109,Saguache,Colorado,6824,2,29.30832356,8109,Saguache,1524,22332.94256
8111,San Juan,Colorado,728,0,0,8111,San Juan,316,43406.59341
8113,San Miguel,Colorado,8179,0,0,8113,San Miguel,2713,33170.31422
8115,Sedgwick,Colorado,2248,1,44.48398577,8115,Sedgwick,582,25889.67972
8117,Summit,Colorado,31011,3,9.67398665,8117,Summit,12072,38928.12228
8119,Teller,Colorado,25388,4,15.75547503,8119,Teller,5913,23290.53096
8121,Washington,Colorado,4908,0,0,8121,Washington,1262,25713.12143
8123,Weld,Colorado,324492,150,46.22610111,8123,Weld,106227,32736.40028
8125,Yuma,Colorado,10019,1,9.981036032,8125,Yuma,2342,23375.58639
9001,Fairfield,Connecticut,943332,1422,150.7422625,9001,Fairfield,264399,28028.20216
9003,Hartford,Connecticut,891720,1437,161.1492397,9003,Hartford,237105,26589.62455
9005,Litchfield,Connecticut,180333,141,78.18868427,9005,Litchfield,41816,23188.21292
9007,Middlesex,Connecticut,162436,193,118.816026,9007,Middlesex,38840,23910.9557
9009,New Haven,Connecticut,854757,1115,130.446431,9009,New Haven,257919,30174.54083
9011,New London,Connecticut,265206,117,44.11664894,9011,New London,73980,27895.29649
9013,Tolland,Connecticut,150721,67,44.45299593,9013,Tolland,27913,18519.64889
9015,Windham,Connecticut,116782,16,13.70074155,9015,Windham,31414,26899.69345
10001,Kent,Delaware,180786,118,65.27054086,10001,Kent,64447,35648.22497
10003,New Castle,Delaware,558753,326,58.34420576,10003,New Castle,186969,33461.83376
10005,Sussex,Delaware,234225,208,88.80350091,10005,Sussex,78267,33415.3058
11001,District of Columbia,District of Columbia,705749,627,88.84178369,11001,District of Columbia,177945,25213.63828
12001,Alachua,Florida,269043,60,22.30126783,12001,Alachua,89806,33379.79431
12003,Baker,Florida,29210,13,44.5053064,12003,Baker,10746,36788.77097
12005,Bay,Florida,174705,108,61.81849403,12005,Bay,56189,32162.21631
12007,Bradford,Florida,28201,9,31.91376192,12007,Bradford,9245,32782.52544
12009,Brevard,Florida,601942,298,49.50643085,12009,Brevard,175277,29118.58618
12011,Broward,Florida,1952778,1396,71.48790083,12011,Broward,774980,39686.02678
12013,Calhoun,Florida,14105,11,77.9865296,12013,Calhoun,4939,35015.95179
12015,Charlotte,Florida,188910,136,71.99195384,12015,Charlotte,48860,25864.16812
12017,Citrus,Florida,149657,106,70.82862813,12017,Citrus,39070,26106.36322
12019,Clay,Florida,219252,100,45.60961816,12019,Clay,67269,30681.13404
12021,Collier,Florida,384902,221,57.41721269,12021,Collier,106604,27696.40064
12023,Columbia,Florida,71686,58,80.9084061,12023,Columbia,25731,35894.03789
12027,DeSoto,Florida,38001,25,65.78774243,12027,DeSoto,11287,29701.84995
12029,Dixie,Florida,16826,9,53.48864852,12029,Dixie,4938,29347.43849
12031,Duval,Florida,957755,394,41.13786929,12031,Duval,319149,33322.61382
